Filename,Config,OCR_module,LLM_model,Accuracy,Precision,Recall,F1_Score,PP_Time,OCR_Time,LLM_Time,Time
ojo#2017-06-07#11,22,nanonets,phi4,0.5,1.0,0.5,0.6666666666666666,26.82119131088257,67.22107934951782,34.24312615394592,128.2853968143463
ojo#2017-06-07#11,28,olmocr,phi4,0.0,0.0,0.0,0.0,0.01978778839111328,0.0,0.0,0.01978778839111328
peru21#2020-09-12#09,9,olmocr,phi4,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,0.0037305355072021484,0.0,0.0,0.0037305355072021484
ojo#2015-04-01#01,43,olmocr,phi4,0.0,0.0,0.0,0.0,0.09702038764953613,0.0,0.0,0.09702038764953613
ojo#2017-06-07#11,16,nanonets,phi4,0.0,0.0,0.0,0.0,0.1027371883392334,18.310703992843628,7.786142587661743,26.199583768844604
publimetro#2019-10-04#08,22,rolmocr,phi4,0.3333333333333333,1.0,0.3333333333333333,0.5,29.37775683403015,146.72107791900635,21.86937189102173,197.96820664405823
ojo#2019-06-01#01,34,nanonets,phi4,0.0,0.0,0.0,0.0,0.10369086265563965,18.38750410079956,37.74905180931091,56.24024677276611
publimetro#2018-10-11#01,21,nanonets,phi4,0.3333333333333333,1.0,0.3333333333333333,0.5,0.00573277473449707,18.73346519470215,9.9268159866333,28.666013956069946
peru21#2018-06-02#01,15,rolmocr,phi4,0.3333333333333333,1.0,0.3333333333333333,0.5,0.0066602230072021484,59.56902050971985,13.003190040588379,72.57887077331543
peru21#2016-08-11#16,42,nanonets,phi4,0.0,0.0,0.0,0.0,0.022213220596313477,201.29665184020996,13.163836479187012,214.4827015399933
publimetro#2019-10-04#08,25,rolmocr,phi4,0.0,0.0,0.0,0.0,0.10309100151062012,44.417694091796875,12.484846353530884,57.00563144683838
peru21#2013-08-07#01,24,olmocr,phi4,0.06666666666666667,1.0,0.06666666666666667,0.125,0.005967140197753906,0.0,0.0,0.005967140197753906
ojo#2017-06-07#11,4,olmocr,phi4,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,27.457403898239136,0.0,0.0,27.457403898239136
trome#2019-08-28#01,29,nanonets,phi4,0.0,0.0,0.0,0.0,0.017986059188842773,7.44314432144165,9.266525268554688,16.72765564918518
publimetro#2016-10-13#01,3,olmocr,phi4,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,0.0022134780883789062,0.0,0.0,0.0022134780883789062
trome#2017-03-11#26,12,nanonets,phi4,0.0,0.0,0.0,0.0,0.005008220672607422,200.8180639743805,13.757785558700562,214.58085775375366
ojo#2017-06-07#11,2,olmocr,phi4,0.0,0.0,0.0,0.0,0.00971078872680664,0.0,0.0,0.00971078872680664
ojo#2017-06-07#11,13,nanonets,phi4,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,26.142335176467896,53.69378113746643,43.983211517333984,123.81932783126831
publimetro#2016-10-13#01,4,rolmocr,phi4,0.6666666666666666,1.0,0.6666666666666666,0.8,27.76541566848755,69.98898458480835,28.577880382537842,126.33228063583374
peru21#2018-06-02#01,2,nanonets,phi4,0.0,0.0,0.0,0.0,0.00410151481628418,14.988886833190918,10.311634063720703,25.304622411727905
publimetro#2018-10-11#01,30,nanonets,phi4,0.3333333333333333,1.0,0.3333333333333333,0.5,0.016938209533691406,10.869428873062134,8.802478313446045,19.68884539604187
peru21#2016-08-11#16,26,nanonets,phi4,0.0,0.0,0.0,0.0,0.024606704711914062,76.41276597976685,34.65749382972717,111.09486651420593
ojo#2020-11-10#07,44,nanonets,phi4,0.0,0.0,0.0,0.0,0.05477452278137207,6.287362813949585,3.095879077911377,9.438016414642334
ojo#2017-06-07#11,5,olmocr,phi4,0.0,0.0,0.0,0.0,151.27625155448914,0.0,0.0,151.27625155448914
trome#2021-03-02#02,2,olmocr,phi4,0.2857142857142857,1.0,0.2857142857142857,0.4444444444444444,0.010613203048706055,0.0,0.0,0.010613203048706055
peru21#2018-06-02#01,27,olmocr,phi4,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,0.01916193962097168,0.0,0.0,0.01916193962097168
peru21#2020-09-12#09,22,olmocr,phi4,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,25.714505910873413,0.0,0.0,25.714505910873413
publimetro#2019-10-04#08,10,olmocr,phi4,0.5238095238095238,1.0,0.5238095238095238,0.6875,0.005300760269165039,0.0,0.0,0.005300760269165039
publimetro#2019-10-04#08,24,nanonets,phi4,0.3333333333333333,1.0,0.3333333333333333,0.5,0.0063419342041015625,77.21738171577454,19.612260580062866,96.8359842300415
ojo#2017-06-07#11,29,rolmocr,phi4,0.0,0.0,0.0,0.0,0.01861882209777832,64.51264238357544,24.73859715461731,89.26985836029053
trome#2015-02-13#01,44,rolmocr,phi4,0.0,0.0,0.0,0.0,0.051527976989746094,45.94963002204895,10.556861877441406,56.5580198764801
ojo#2017-06-07#11,41,rolmocr,phi4,0.08333333333333333,1.0,0.08333333333333333,0.15384615384615385,154.56143522262573,41.78244590759277,9.233542442321777,205.57742357254028
ojo#2020-11-10#07,37,rolmocr,phi4,0.6666666666666666,1.0,0.6666666666666666,0.8,0.020389795303344727,90.01181244850159,19.626363039016724,109.65856528282166
publimetro#2014-06-11#06,22,nanonets,phi4,0.4166666666666667,1.0,0.4166666666666667,0.5882352941176471,30.428434371948242,53.83503699302673,44.96989369392395,129.23336505889893
trome#2015-02-13#01,37,olmocr,phi4,0.2,1.0,0.2,0.3333333333333333,0.022732973098754883,0.0,0.0,0.022732973098754883
ojo#2017-06-07#11,37,nanonets,phi4,0.0,0.0,0.0,0.0,0.020329713821411133,49.39877009391785,46.94019937515259,96.35929918289185
publimetro#2019-10-04#08,14,nanonets,phi4,0.14285714285714285,1.0,0.14285714285714285,0.25,128.10531854629517,79.81194138526917,30.23946261405945,238.15672254562378
trome#2020-03-13#04,29,nanonets,phi4,0.2,1.0,0.2,0.3333333333333333,0.017246246337890625,203.18685507774353,21.534772872924805,224.73887419700623
trome#2015-02-13#01,16,olmocr,phi4,0.0,0.0,0.0,0.0,0.2011404037475586,0.0,0.0,0.2011404037475586
ojo#2019-06-01#01,2,rolmocr,phi4,0.2222222222222222,1.0,0.2222222222222222,0.36363636363636365,0.0025887489318847656,65.14645624160767,34.64704751968384,99.79609251022339
trome#2017-03-11#26,11,nanonets,phi4,0.0,0.0,0.0,0.0,0.00428318977355957,64.60832476615906,14.876365900039673,79.48897385597229
trome#2015-02-13#01,6,olmocr,phi4,0.5333333333333333,1.0,0.5333333333333333,0.6956521739130435,0.0045013427734375,0.0,0.0,0.0045013427734375
publimetro#2018-10-11#01,40,nanonets,phi4,0.06666666666666667,1.0,0.06666666666666667,0.125,30.023988723754883,10.829519271850586,9.246012687683105,50.099520683288574
publimetro#2016-10-13#01,40,nanonets,phi4,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,29.065771341323853,15.628622055053711,77.03764915466309,121.73204255104065
publimetro#2016-10-13#01,23,olmocr,phi4,0.1111111111111111,1.0,0.1111111111111111,0.2,153.66009044647217,0.0,0.0,153.66009044647217
peru21#2018-06-02#01,4,olmocr,phi4,0.0,0.0,0.0,0.0,27.701834440231323,0.0,0.0,27.701834440231323
trome#2015-02-13#01,18,rolmocr,phi4,0.5333333333333333,1.0,0.5333333333333333,0.6956521739130435,0.004137516021728516,56.8556342124939,12.797683238983154,69.65745496749878
publimetro#2019-10-04#08,30,nanonets,phi4,0.0,0.0,0.0,0.0,0.018039941787719727,200.13532376289368,9.136260032653809,209.2896237373352
trome#2021-03-02#02,22,olmocr,phi4,0.2857142857142857,1.0,0.2857142857142857,0.4444444444444444,25.335792541503906,0.0,0.0,25.335792541503906
ojo#2015-04-01#01,26,rolmocr,phi4,0.2,1.0,0.2,0.3333333333333333,0.047263383865356445,51.22532916069031,10.099149227142334,61.371741771698
ojo#2019-06-01#01,31,rolmocr,phi4,0.0,0.0,0.0,0.0,29.230607271194458,65.96972155570984,3.7019245624542236,98.90225338935852
trome#2017-03-11#26,0,olmocr,phi4,0.0,0.0,0.0,0.0,0.0012402534484863281,0.0,0.0,0.0012402534484863281
ojo#2017-06-07#11,14,nanonets,phi4,0.08333333333333333,1.0,0.08333333333333333,0.15384615384615385,149.42478203773499,44.16612410545349,16.45889186859131,210.04979801177979
peru21#2018-06-02#01,8,nanonets,phi4,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,0.051421165466308594,18.21552801132202,11.771790981292725,30.038740158081055
publimetro#2016-10-13#01,11,nanonets,phi4,0.4444444444444444,1.0,0.4444444444444444,0.6153846153846154,0.0041239261627197266,20.76941156387329,12.624396800994873,33.397932291030884
trome#2021-03-02#02,15,olmocr,phi4,0.0,0.0,0.0,0.0,0.004680633544921875,0.0,0.0,0.004680633544921875
publimetro#2016-10-13#01,35,olmocr,phi4,0.1111111111111111,1.0,0.1111111111111111,0.2,0.04127049446105957,0.0,0.0,0.04127049446105957
publimetro#2016-10-13#01,43,olmocr,phi4,0.0,0.0,0.0,0.0,0.1229088306427002,0.0,0.0,0.1229088306427002
